Gene stable ID	Gene type	Gene name
ENSG00000227746	protein_coding	C4A
ENSG00000160305	protein_coding	DIP2A
ENSG00000176809	protein_coding	LRRC37A3
ENSG00000159167	protein_coding	STC1
ENSG00000159055	protein_coding	MIS18A
ENSG00000114480	protein_coding	GBE1
ENSG00000137834	protein_coding	SMAD6
ENSG00000273559	protein_coding	CWC25
ENSG00000130818	protein_coding	ZNF426
ENSG00000099246	protein_coding	RAB18
ENSG00000126088	protein_coding	UROD
ENSG00000137571	protein_coding	SLCO5A1
ENSG00000258441	processed_transcript	LINC00641
ENSG00000197961	protein_coding	ZNF121
ENSG00000189186	protein_coding	DCAF8L2
ENSG00000002016	protein_coding	RAD52
ENSG00000118762	protein_coding	PKD2
ENSG00000162458	protein_coding	FBLIM1
ENSG00000136819	protein_coding	C9orf78
ENSG00000088826	protein_coding	SMOX
ENSG00000114735	protein_coding	HEMK1
ENSG00000145740	protein_coding	SLC30A5
ENSG00000089916	protein_coding	GPATCH2L
ENSG00000185920	protein_coding	PTCH1
ENSG00000128872	protein_coding	TMOD2
ENSG00000156642	protein_coding	NPTN
ENSG00000181027	protein_coding	FKRP
ENSG00000142188	protein_coding	TMEM50B
ENSG00000198482	protein_coding	ZNF808
ENSG00000112667	protein_coding	DNPH1
ENSG00000185090	protein_coding	MANEAL
ENSG00000198089	protein_coding	SFI1
ENSG00000136878	protein_coding	USP20
ENSG00000114353	protein_coding	GNAI2
ENSG00000167562	protein_coding	ZNF701
ENSG00000100359	protein_coding	SGSM3
ENSG00000084710	protein_coding	EFR3B
ENSG00000187118	protein_coding	CMC1
ENSG00000088543	protein_coding	C3orf18
ENSG00000019549	protein_coding	SNAI2
ENSG00000231287	unprocessed_pseudogene	HCG4B
ENSG00000169220	protein_coding	RGS14
ENSG00000140280	protein_coding	LYSMD2
ENSG00000159128	protein_coding	IFNGR2
ENSG00000072818	protein_coding	ACAP1
ENSG00000197324	protein_coding	LRP10
ENSG00000235593	antisense	RBMS3-AS1
ENSG00000281183	sense_intronic	NPTN-IT1
ENSG00000183324	protein_coding	REC114
ENSG00000235904	antisense	RBMS3-AS3
ENSG00000206559	protein_coding	ZCWPW2
ENSG00000125967	protein_coding	NECAB3
ENSG00000227420	protein_coding	MRPS18B
ENSG00000204439	protein_coding	C6orf47
ENSG00000226372	protein_coding	DCAF8L1
ENSG00000128335	protein_coding	APOL2
ENSG00000131966	protein_coding	ACTR10
ENSG00000132535	protein_coding	DLG4
ENSG00000105639	protein_coding	JAK3
ENSG00000282003	protein_coding	TUBGCP3
ENSG00000068745	protein_coding	IP6K2
ENSG00000187537	protein_coding	POTEG
ENSG00000118971	protein_coding	CCND2
ENSG00000129911	protein_coding	KLF16
ENSG00000205853	lincRNA	RFPL3S
ENSG00000099968	protein_coding	BCL2L13
ENSG00000179772	protein_coding	FOXS1
ENSG00000138166	protein_coding	DUSP5
ENSG00000118972	protein_coding	FGF23
ENSG00000167977	protein_coding	KCTD5
ENSG00000101266	protein_coding	CSNK2A1
ENSG00000239900	protein_coding	ADSL
ENSG00000148153	protein_coding	INIP
ENSG00000114520	protein_coding	SNX4
ENSG00000186714	protein_coding	CCDC73
ENSG00000255920	processed_transcript	CCND2-AS1
ENSG00000260448	bidirectional_promoter_lncRNA	LCMT1-AS1
ENSG00000004776	protein_coding	HSPB6
ENSG00000184436	protein_coding	THAP7
ENSG00000133256	protein_coding	PDE6B
ENSG00000101158	protein_coding	NELFCD
ENSG00000169306	protein_coding	IL1RAPL1
ENSG00000149100	protein_coding	EIF3M
ENSG00000142207	protein_coding	URB1
ENSG00000112208	protein_coding	BAG2
ENSG00000120656	protein_coding	TAF12
ENSG00000159251	protein_coding	ACTC1
ENSG00000105523	protein_coding	FAM83E
ENSG00000176410	protein_coding	DNAJC30
ENSG00000082805	protein_coding	ERC1
ENSG00000186111	protein_coding	PIP5K1C
ENSG00000164167	protein_coding	LSM6
ENSG00000112343	protein_coding	TRIM38
ENSG00000161149	processed_transcript	TUBA3FP
ENSG00000177465	protein_coding	ACOT4
ENSG00000078140	protein_coding	UBE2K
ENSG00000258785	lincRNA	LINC01580
ENSG00000099957	protein_coding	P2RX6
ENSG00000112200	protein_coding	ZNF451
ENSG00000181322	protein_coding	NME9
ENSG00000155903	protein_coding	RASA2
ENSG00000189221	protein_coding	MAOA
ENSG00000188060	protein_coding	RAB42
ENSG00000108591	protein_coding	DRG2
ENSG00000166710	protein_coding	B2M
ENSG00000257621	antisense	PSMA3-AS1
ENSG00000100991	protein_coding	TRPC4AP
ENSG00000156509	protein_coding	FBXO43
ENSG00000112294	protein_coding	ALDH5A1
ENSG00000187151	protein_coding	ANGPTL5
ENSG00000175073	protein_coding	VCPIP1
ENSG00000205045	protein_coding	SLFN12L
ENSG00000172183	protein_coding	ISG20
ENSG00000148584	protein_coding	A1CF
ENSG00000100567	protein_coding	PSMA3
ENSG00000075336	protein_coding	TIMM21
ENSG00000075891	protein_coding	PAX2
ENSG00000131044	protein_coding	TTLL9
ENSG00000030304	protein_coding	MUSK
ENSG00000081087	protein_coding	OSTM1
ENSG00000147669	protein_coding	POLR2K
ENSG00000153721	protein_coding	CNKSR3
ENSG00000240053	protein_coding	LY6G5B
ENSG00000114098	protein_coding	ARMC8
ENSG00000053501	protein_coding	USE1
ENSG00000078814	protein_coding	MYH7B
ENSG00000204438	protein_coding	GPANK1
ENSG00000064545	protein_coding	TMEM161A
ENSG00000101146	protein_coding	RAE1
ENSG00000125651	protein_coding	GTF2F1
ENSG00000019485	protein_coding	PRDM11
ENSG00000124532	protein_coding	MRS2
ENSG00000230513	antisense	THAP7-AS1
ENSG00000113851	protein_coding	CRBN
ENSG00000171720	protein_coding	HDAC3
ENSG00000105186	protein_coding	ANKRD27
ENSG00000102531	protein_coding	FNDC3A
ENSG00000141349	protein_coding	G6PC3
ENSG00000088356	protein_coding	PDRG1
ENSG00000223687	protein_coding	ZNF311
ENSG00000096717	protein_coding	SIRT1
ENSG00000149599	protein_coding	DUSP15
ENSG00000148158	protein_coding	SNX30
ENSG00000112210	protein_coding	RAB23
ENSG00000105404	protein_coding	RABAC1
ENSG00000139515	protein_coding	PDX1
ENSG00000176261	protein_coding	ZBTB8OS
ENSG00000119457	protein_coding	SLC46A2
ENSG00000134057	protein_coding	CCNB1
ENSG00000147650	protein_coding	LRP12
ENSG00000140030	protein_coding	GPR65
ENSG00000149609	protein_coding	C20orf144
ENSG00000241878	protein_coding	PISD
ENSG00000176095	protein_coding	IP6K1
ENSG00000182584	protein_coding	ACTL10
ENSG00000162685	processed_pseudogene	LSP1P3
ENSG00000105409	protein_coding	ATP1A3
ENSG00000112293	protein_coding	GPLD1
ENSG00000173905	protein_coding	GOLIM4
ENSG00000165556	protein_coding	CDX2
ENSG00000149257	protein_coding	SERPINH1
ENSG00000151892	protein_coding	GFRA1
ENSG00000245937	lincRNA	LINC01184
ENSG00000173338	protein_coding	KCNK7
ENSG00000010295	protein_coding	IFFO1
ENSG00000146151	protein_coding	HMGCLL1
ENSG00000074755	protein_coding	ZZEF1
ENSG00000133710	protein_coding	SPINK5
ENSG00000172382	protein_coding	PRSS27
ENSG00000091536	protein_coding	MYO15A
ENSG00000131504	protein_coding	DIAPH1
ENSG00000276802	protein_coding	HERC2
ENSG00000204147	protein_coding	ASAH2B
ENSG00000186326	protein_coding	RGS9BP
ENSG00000072756	protein_coding	TRNT1
ENSG00000129083	protein_coding	COPB1
ENSG00000264176	transcribed_processed_pseudogene	MAGOH2P
ENSG00000133028	protein_coding	SCO1
ENSG00000215183	protein_coding	MSMP
ENSG00000213859	protein_coding	KCTD11
ENSG00000107185	protein_coding	RGP1
ENSG00000160062	protein_coding	ZBTB8A
ENSG00000170222	protein_coding	ADPRM
ENSG00000165219	protein_coding	GAPVD1
ENSG00000171843	protein_coding	MLLT3
ENSG00000198604	protein_coding	BAZ1A
ENSG00000185721	protein_coding	DRG1
ENSG00000123870	transcribed_unprocessed_pseudogene	ZNF137P
ENSG00000256222	protein_coding	MTRNR2L3
ENSG00000136485	protein_coding	DCAF7
ENSG00000119661	protein_coding	DNAL1
ENSG00000177082	protein_coding	WDR73
ENSG00000167766	protein_coding	ZNF83
ENSG00000105516	protein_coding	DBP
ENSG00000118777	protein_coding	ABCG2
ENSG00000136866	protein_coding	ZFP37
ENSG00000187824	protein_coding	TMEM220
ENSG00000178105	protein_coding	DDX10
ENSG00000228623	transcribed_unprocessed_pseudogene	ZNF883
ENSG00000109099	protein_coding	PMP22
ENSG00000063176	protein_coding	SPHK2
ENSG00000113456	protein_coding	RAD1
ENSG00000135372	protein_coding	NAT10
ENSG00000152620	protein_coding	NADK2
ENSG00000166347	protein_coding	CYB5A
ENSG00000282379	protein_coding	DTX2
ENSG00000054983	protein_coding	GALC
ENSG00000043093	protein_coding	DCUN1D1
ENSG00000113460	protein_coding	BRIX1
ENSG00000143878	protein_coding	RHOB
ENSG00000197329	protein_coding	PELI1
ENSG00000126583	protein_coding	PRKCG
ENSG00000136155	protein_coding	SCEL
ENSG00000231948	sense_intronic	HS1BP3-IT1
ENSG00000063177	protein_coding	RPL18
ENSG00000118960	protein_coding	HS1BP3
ENSG00000134352	protein_coding	IL6ST
ENSG00000129084	protein_coding	PSMA1
ENSG00000136463	protein_coding	TACO1
ENSG00000277564	protein_coding	RBFOX2
ENSG00000124214	protein_coding	STAU1
ENSG00000198039	protein_coding	ZNF273
ENSG00000069535	protein_coding	MAOB
ENSG00000164251	protein_coding	F2RL1
ENSG00000196139	protein_coding	AKR1C3
ENSG00000112992	protein_coding	NNT
ENSG00000171219	protein_coding	CDC42BPG
ENSG00000197982	protein_coding	C1orf122
ENSG00000206120	transcribed_unitary_pseudogene	EGFEM1P
ENSG00000146576	protein_coding	C7orf26
ENSG00000196449	protein_coding	YRDC
ENSG00000140564	protein_coding	FURIN
ENSG00000100433	protein_coding	KCNK10
ENSG00000250486	protein_coding	FAM218A
ENSG00000099399	protein_coding	MAGEB2
ENSG00000131196	protein_coding	NFATC1
ENSG00000101363	protein_coding	MANBAL
ENSG00000160961	protein_coding	ZNF333
ENSG00000108733	protein_coding	PEX12
ENSG00000137090	protein_coding	DMRT1
ENSG00000157954	protein_coding	WIPI2
ENSG00000116205	protein_coding	TCEANC2
ENSG00000176700	transcribed_unprocessed_pseudogene	SCAND2P
ENSG00000175746	lincRNA	C15orf54
ENSG00000095752	protein_coding	IL11
ENSG00000091542	protein_coding	ALKBH5
ENSG00000089335	protein_coding	ZNF302
ENSG00000164053	protein_coding	ATRIP
ENSG00000167595	protein_coding	PROSER3
ENSG00000125835	protein_coding	SNRPB
ENSG00000165525	protein_coding	NEMF
ENSG00000205913	antisense	SRRM2-AS1
ENSG00000167468	protein_coding	GPX4
ENSG00000230176	antisense	LINC01433
ENSG00000205534	unprocessed_pseudogene	SMG1P2
ENSG00000167978	protein_coding	SRRM2
ENSG00000197410	protein_coding	DCHS2
ENSG00000129968	protein_coding	ABHD17A
ENSG00000176371	protein_coding	ZSCAN2
ENSG00000107021	protein_coding	TBC1D13
ENSG00000214174	transcribed_unprocessed_pseudogene	AMZ2P1
ENSG00000089693	protein_coding	MLF2
ENSG00000164037	protein_coding	SLC9B1
ENSG00000071626	protein_coding	DAZAP1
ENSG00000248092	antisense	NNT-AS1
ENSG00000124610	protein_coding	HIST1H1A
ENSG00000155189	protein_coding	AGPAT5
ENSG00000152926	protein_coding	ZNF117
ENSG00000178445	protein_coding	GLDC
ENSG00000088876	protein_coding	ZNF343
ENSG00000139890	protein_coding	REM2
ENSG00000213462	protein_coding	ERV3-1
ENSG00000075151	protein_coding	EIF4G3
ENSG00000162924	protein_coding	REL
ENSG00000122952	protein_coding	ZWINT
ENSG00000278243	protein_coding	TSTA3
ENSG00000185808	protein_coding	PIGP
ENSG00000187742	protein_coding	SECISBP2
ENSG00000227117	antisense	HORMAD2-AS1
ENSG00000104228	protein_coding	TRIM35
ENSG00000163378	protein_coding	EOGT
ENSG00000164512	protein_coding	ANKRD55
ENSG00000169946	protein_coding	ZFPM2
ENSG00000165516	protein_coding	KLHDC2
ENSG00000110756	protein_coding	HPS5
ENSG00000185753	protein_coding	CXorf38
ENSG00000119866	protein_coding	BCL11A
ENSG00000172301	protein_coding	COPRS
ENSG00000150051	protein_coding	MKX
ENSG00000100330	protein_coding	MTMR3
ENSG00000213760	protein_coding	ATP6V1G2
ENSG00000034677	protein_coding	RNF19A
ENSG00000137876	protein_coding	RSL24D1
ENSG00000234585	transcribed_unprocessed_pseudogene	CCT6P3
ENSG00000251003	processed_transcript	ZFPM2-AS1
ENSG00000278174	protein_coding	NSF
ENSG00000270647	protein_coding	TAF15
ENSG00000086102	protein_coding	NFX1
ENSG00000101160	protein_coding	CTSZ
ENSG00000213020	protein_coding	ZNF611
ENSG00000204498	protein_coding	NFKBIL1
ENSG00000144909	protein_coding	OSBPL11
ENSG00000104450	protein_coding	SPAG1
ENSG00000155313	protein_coding	USP25
ENSG00000145354	protein_coding	CISD2
ENSG00000162366	protein_coding	PDZK1IP1
ENSG00000140563	protein_coding	MCTP2
ENSG00000120669	protein_coding	SOHLH2
ENSG00000198937	protein_coding	CCDC167
ENSG00000188786	protein_coding	MTF1
ENSG00000169297	protein_coding	NR0B1
ENSG00000101162	protein_coding	TUBB1
ENSG00000213689	protein_coding	TREX1
ENSG00000064218	protein_coding	DMRT3
ENSG00000112182	protein_coding	BACH2
ENSG00000148339	protein_coding	SLC25A25
ENSG00000170638	protein_coding	TRABD
ENSG00000125691	protein_coding	RPL23
ENSG00000145990	protein_coding	GFOD1
ENSG00000183873	protein_coding	SCN5A
ENSG00000159335	protein_coding	PTMS
ENSG00000146282	protein_coding	RARS2
ENSG00000275714	protein_coding	HIST1H3A
ENSG00000162419	protein_coding	GMEB1
ENSG00000106078	protein_coding	COBL
ENSG00000131187	protein_coding	F12
ENSG00000278637	protein_coding	HIST1H4A
ENSG00000197122	protein_coding	SRC
ENSG00000278705	protein_coding	HIST1H4B
ENSG00000213676	protein_coding	ATF6B
ENSG00000108055	protein_coding	SMC3
ENSG00000120686	protein_coding	UFM1
ENSG00000242715	protein_coding	CCDC169
ENSG00000260727	unprocessed_pseudogene	SLC7A5P1
ENSG00000246334	antisense	PRR7-AS1
ENSG00000131188	protein_coding	PRR7
ENSG00000174358	protein_coding	SLC6A19
ENSG00000214652	protein_coding	ZNF727
ENSG00000135378	protein_coding	PRRG4
ENSG00000105640	protein_coding	RPL18A
ENSG00000121211	protein_coding	MND1
ENSG00000198055	protein_coding	GRK6
ENSG00000236609	protein_coding	ZNF853
ENSG00000274267	protein_coding	HIST1H3B
ENSG00000114166	protein_coding	KAT2B
ENSG00000278463	protein_coding	HIST1H2AB
ENSG00000141522	protein_coding	ARHGDIA
ENSG00000103485	protein_coding	QPRT
ENSG00000198492	protein_coding	YTHDF2
ENSG00000175161	protein_coding	CADM2
ENSG00000006125	protein_coding	AP2B1
ENSG00000205903	protein_coding	ZNF316
ENSG00000234771	antisense	SLC25A25-AS1
ENSG00000171169	protein_coding	NAIF1
ENSG00000163827	protein_coding	LRRC2
ENSG00000188771	protein_coding	PLET1
ENSG00000150787	protein_coding	PTS
ENSG00000010704	protein_coding	HFE
ENSG00000168477	protein_coding	TNXB
ENSG00000275591	protein_coding	XKR5
ENSG00000228760	protein_coding	BAG6
ENSG00000213865	protein_coding	C8orf44
ENSG00000206487	protein_coding	C6orf136
ENSG00000167925	protein_coding	GHDC
ENSG00000256980	protein_coding	KHDC1L
ENSG00000213005	processed_pseudogene	PTTG3P
ENSG00000100883	protein_coding	SRP54
ENSG00000136100	protein_coding	VPS36
ENSG00000114738	protein_coding	MAPKAPK3
ENSG00000229470	protein_coding	GNL1
ENSG00000135314	protein_coding	KHDC1
ENSG00000148843	protein_coding	PDCD11
ENSG00000157216	protein_coding	SSBP3
ENSG00000185130	protein_coding	HIST1H2BL
ENSG00000196747	protein_coding	HIST1H2AI
ENSG00000187838	protein_coding	PLSCR3
ENSG00000234444	protein_coding	ZNF736
ENSG00000234636	antisense	MED14OS
ENSG00000278828	protein_coding	HIST1H3H
ENSG00000140368	protein_coding	PSTPIP1
ENSG00000180182	protein_coding	MED14
ENSG00000232727	processed_pseudogene	YWHAEP1
ENSG00000136114	protein_coding	THSD1
ENSG00000234530	protein_coding	NFKBIL1
ENSG00000130227	protein_coding	XPO7
ENSG00000104517	protein_coding	UBR5
ENSG00000099330	protein_coding	OCEL1
ENSG00000087266	protein_coding	SH3BP2
ENSG00000237905	unprocessed_pseudogene	HCG4
ENSG00000276340	protein_coding	ZNF623
ENSG00000114737	protein_coding	CISH
ENSG00000106993	protein_coding	CDC37L1
ENSG00000182220	protein_coding	ATP6AP2
ENSG00000226677	processed_pseudogene	IGBP1P1
ENSG00000164403	protein_coding	SHROOM1
ENSG00000134058	protein_coding	CDK7
ENSG00000129451	protein_coding	KLK10
ENSG00000182327	protein_coding	GLTPD2
ENSG00000136938	protein_coding	ANP32B
ENSG00000188895	protein_coding	MSL1
ENSG00000142507	protein_coding	PSMB6
ENSG00000254535	protein_coding	PABPC4L
ENSG00000169126	protein_coding	ARMC4
ENSG00000180626	protein_coding	ZNF594
ENSG00000162975	protein_coding	KCNF1
ENSG00000137693	protein_coding	YAP1
ENSG00000136068	protein_coding	FLNB
ENSG00000186523	protein_coding	FAM86B1
ENSG00000021776	protein_coding	AQR
ENSG00000205544	protein_coding	TMEM256
ENSG00000275221	protein_coding	HIST1H2AK
ENSG00000273542	protein_coding	HIST1H4K
ENSG00000157766	protein_coding	ACAN
ENSG00000233822	protein_coding	HIST1H2BN
ENSG00000174292	protein_coding	TNK1
ENSG00000119397	protein_coding	CNTRL
ENSG00000162367	protein_coding	TAL1
ENSG00000273703	protein_coding	HIST1H2BM
ENSG00000206043	protein_coding	C18orf63
ENSG00000197238	protein_coding	HIST1H4J
ENSG00000162927	protein_coding	PUS10
ENSG00000276368	protein_coding	HIST1H2AJ
ENSG00000177692	protein_coding	DNAJC28
ENSG00000164850	protein_coding	GPER1
ENSG00000121892	protein_coding	PDS5A
ENSG00000099860	protein_coding	GADD45B
ENSG00000146540	protein_coding	C7orf50
ENSG00000123213	protein_coding	NLN
ENSG00000171467	protein_coding	ZNF318
ENSG00000204084	protein_coding	INPP5B
ENSG00000041357	protein_coding	PSMA4
ENSG00000169857	protein_coding	AVEN
ENSG00000093144	protein_coding	ECHDC1
ENSG00000198711	antisense	SSBP3-AS1
ENSG00000215883	protein_coding	CYB5RL
ENSG00000064651	protein_coding	SLC12A2
ENSG00000156113	protein_coding	KCNMA1
ENSG00000139656	protein_coding	SMIM2
ENSG00000140157	protein_coding	NIPA2
ENSG00000161929	protein_coding	SCIMP
ENSG00000227258	antisense	SMIM2-AS1
ENSG00000162928	protein_coding	PEX13
ENSG00000164849	protein_coding	GPR146
ENSG00000134874	protein_coding	DZIP1
ENSG00000205629	protein_coding	LCMT1
ENSG00000197841	protein_coding	ZNF181
ENSG00000088726	protein_coding	TMEM40
ENSG00000113387	protein_coding	SUB1
ENSG00000116221	protein_coding	MRPL37
ENSG00000197061	protein_coding	HIST1H4C
ENSG00000113597	protein_coding	TRAPPC13
ENSG00000180573	protein_coding	HIST1H2AC
ENSG00000186432	protein_coding	KPNA4
ENSG00000187837	protein_coding	HIST1H1C
ENSG00000180596	protein_coding	HIST1H2BC
ENSG00000060971	protein_coding	ACAA1
ENSG00000060749	protein_coding	QSER1
ENSG00000101412	protein_coding	E2F1
ENSG00000256806	protein_coding	C17orf100
ENSG00000171566	protein_coding	PLRG1
ENSG00000239653	antisense	PSMD6-AS2
ENSG00000163636	protein_coding	PSMD6
ENSG00000175106	protein_coding	TVP23C
ENSG00000131620	protein_coding	ANO1
ENSG00000171533	protein_coding	MAP6
ENSG00000056586	protein_coding	RC3H2
ENSG00000170043	protein_coding	TRAPPC1
ENSG00000260034	antisense	LCMT1-AS2
ENSG00000002834	protein_coding	LASP1
ENSG00000182095	protein_coding	TNRC18
ENSG00000106785	protein_coding	TRIM14
ENSG00000120519	protein_coding	SLC10A7
ENSG00000170037	protein_coding	CNTROB
ENSG00000108107	protein_coding	RPL28
ENSG00000153044	protein_coding	CENPH
ENSG00000095380	protein_coding	NANS
ENSG00000278548	protein_coding	ADAM18
ENSG00000120063	protein_coding	GNA13
ENSG00000229894	protein_coding	GK3P
ENSG00000170088	protein_coding	TMEM192
ENSG00000197860	protein_coding	SGTB
ENSG00000164638	protein_coding	SLC29A4
ENSG00000171867	protein_coding	PRNP
ENSG00000108651	protein_coding	UTP6
ENSG00000146757	protein_coding	ZNF92
ENSG00000129219	protein_coding	PLD2
ENSG00000109466	protein_coding	KLHL2
ENSG00000112335	protein_coding	SNX3
ENSG00000132819	protein_coding	RBM38
ENSG00000114125	protein_coding	RNF7
ENSG00000100342	protein_coding	APOL1
ENSG00000113595	protein_coding	TRIM23
ENSG00000164405	protein_coding	UQCRQ
ENSG00000276262	protein_coding	NSF
ENSG00000175264	protein_coding	CHST1
ENSG00000189190	protein_coding	ZNF600
ENSG00000110047	protein_coding	EHD1
ENSG00000173327	protein_coding	MAP3K11
ENSG00000164404	protein_coding	GDF9
ENSG00000108106	protein_coding	UBE2S
ENSG00000234798	protein_coding	DXO
ENSG00000270885	protein_coding	RASL10B
ENSG00000184014	protein_coding	DENND5A
ENSG00000169118	protein_coding	CSNK1G1
ENSG00000042317	protein_coding	SPATA7
ENSG00000275031	protein_coding	METRNL
ENSG00000102580	protein_coding	DNAJC3
ENSG00000013523	protein_coding	ANGEL1
ENSG00000282715	unprocessed_pseudogene	ANKRD20A9P
ENSG00000198121	protein_coding	LPAR1
ENSG00000263874	protein_coding	LINC00672
ENSG00000170049	protein_coding	KCNAB3
ENSG00000148672	protein_coding	GLUD1
ENSG00000007080	protein_coding	CCDC124
ENSG00000005238	protein_coding	FAM214B
ENSG00000137818	protein_coding	RPLP1
ENSG00000167037	protein_coding	SGSM1
ENSG00000153896	protein_coding	ZNF599
ENSG00000282664	TEC	LINC00552
ENSG00000071246	protein_coding	VASH1
ENSG00000204604	protein_coding	ZNF468
ENSG00000164684	protein_coding	ZNF704
ENSG00000015475	protein_coding	BID
ENSG00000070814	protein_coding	TCOF1
ENSG00000146143	protein_coding	PRIM2
ENSG00000165684	protein_coding	SNAPC4
ENSG00000100345	protein_coding	MYH9
ENSG00000144744	protein_coding	UBA3
ENSG00000244694	protein_coding	PTCHD4
ENSG00000242779	transcribed_processed_pseudogene	ZNF702P
ENSG00000121690	protein_coding	DEPDC7
ENSG00000151151	protein_coding	IPMK
ENSG00000047621	protein_coding	C12orf4
ENSG00000101199	protein_coding	ARFGAP1
