well,well_plate,Antibody,Gene,ENSG,U-2 OS (tpm),Gene desc,Results_final_update,Compartment
G12,G12_55375988,HPA062602,PNPLA2,ENSG00000177666,15.58,patatin-like phospholipase domain containing 2,negative,not found in excel lookup
A01,A01_55385989,HPA062732,TMEM256,ENSG00000205544,79.58,transmembrane protein 256,no variation,not found in excel lookup
B01,B01_55385989,HPA062739,OLFML2B,ENSG00000162745,0.78,olfactomedin-like 2B,no variation,not found in excel lookup
C01,C01_55385989,HPA062741,PRR36,ENSG00000183248,3.49,proline rich 36,notccd,Cell
D01,D01_55385989,HPA062792,ZNF692,ENSG00000171163,5.09,zinc finger protein 692,no variation,not found in excel lookup
E01,E01_55385989,HPA062854,TMEM11,ENSG00000178307,5.51,transmembrane protein 11,notccd,Cell
F01,F01_55385989,HPA062971,IDH3A,ENSG00000166411,46.16,isocitrate dehydrogenase 3 (NAD+) alpha,notccd,Cell
G01,G01_55385989,HPA063029,JUND,ENSG00000130522,58.26,jun D proto-oncogene,ccd,Nucleus
H01,H01_55385989,HPA063205,HIRIP3,ENSG00000149929,21.15,HIRA interacting protein 3,notccd,nucleus
A02,A02_55385989,HPA063217,RPS19,ENSG00000105372,3485.09,ribosomal protein S19,ccd,nucleus
B02,B02_55385989,HPA063242,HELLS,ENSG00000119969,20.51,"helicase, lymphoid-specific",notccd,Cell
C02,C02_55385989,HPA063294,UNCX,ENSG00000164853,0.11,UNC homeobox,notccd,Nucleus
D02,D02_55385989,HPA063318,ZNF416,ENSG00000083817,3.36,zinc finger protein 416,notccd,Cell
E02,E02_55385989,HPA063353,RAN,ENSG00000132341,1565.56,"RAN, member RAS oncogene family",notccd,Nucleus
F02,F02_55385989,HPA063368,UBE2Q1,ENSG00000160714,35.97,ubiquitin-conjugating enzyme E2Q family member 1,notccd,Cell
G02,G02_55385989,HPA063409,PDF,ENSG00000258429,19.49,peptide deformylase (mitochondrial),notccd,Nucleus
H02,H02_55385989,HPA063464,C17orf50,ENSG00000270806,0,chromosome 17 open reading frame 50,ccd,nucleus
A03,A03_55385989,HPA063496,ZNF766,ENSG00000196214,10.05,zinc finger protein 766,no variation,not found in excel lookup
B03,B03_55385989,HPA063577,TFEC,ENSG00000105967,0.25,transcription factor EC,no variation,not found in excel lookup
C03,C03_55385989,HPA063583,LOXL1,ENSG00000129038,49.88,lysyl oxidase-like 1,notccd,Cell
D03,D03_55385989,HPA063608,PHYKPL,ENSG00000175309,7.48,5-phosphohydroxy-L-lysine phospho-lyase,ccd,Cell
E03,E03_55385989,HPA063624,ZNF358,ENSG00000198816,27.88,zinc finger protein 358,no variation,not found in excel lookup
F03,F03_55385989,HPA063671,HOXD3,ENSG00000128652,0.23,homeobox D3,notccd,Nucleus
G03,G03_55385989,HPA063691,CRTC3,ENSG00000140577,17.19,CREB regulated transcription coactivator 3,notccd,Nucleus
H03,H03_55385989,HPA063701,RGCC,ENSG00000102760,4.02,regulator of cell cycle,notccd,Nucleus
A04,A04_55385989,HPA063704,CETN3,ENSG00000153140,33.59,"centrin, EF-hand protein, 3",negative,not found in excel lookup
B04,B04_55385989,HPA063731,ANKRD17,ENSG00000132466,34.12,ankyrin repeat domain 17,notccd,Nucleus
C04,C04_55385989,HPA063742,FANCD2,ENSG00000144554,29.38,"Fanconi anemia, complementation group D2",notccd,Cell
D04,D04_55385989,HPA063903,APBB1IP,ENSG00000077420,0.57,"amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein",notccd,Cytosol
E04,E04_55385989,HPA063942,NUP188,ENSG00000095319,50.41,nucleoporin 188kDa,notccd,Nucleus
F04,F04_55385989,HPA063945,ZNF383,ENSG00000188283,3.81,zinc finger protein 383,notccd,Nucleus
G04,G04_55385989,HPA063955,SMARCD3,ENSG00000082014,7.95,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",notccd,nucleus
H04,H04_55385989,HPA064041,ITGA4,ENSG00000115232,4.83,"integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)",notccd,Cell
A05,A05_55385989,HPA064161,RNFT2,ENSG00000135119,6.39,"ring finger protein, transmembrane 2",ccd,cytosol
B05,B05_55385989,HPA064165,SQSTM1,ENSG00000161011,151.77,sequestosome 1,notccd,Cytosol
C05,C05_55385989,HPA064198,HKDC1,ENSG00000156510,1.74,hexokinase domain containing 1,notccd,Cell
D05,D05_55385989,HPA064207,PIK3CB,ENSG00000051382,15.97,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",ccd,not found in excel lookup
E05,E05_55385989,HPA064222,RPS16,ENSG00000105193,1876.19,ribosomal protein S16,notccd,Cytosol
F05,F05_55385989,HPA064239,AKIRIN2,ENSG00000135334,22.2,akirin 2,notccd,Nucleus
G05,G05_55385989,HPA064258,CACNA1A,ENSG00000141837,1.44,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",no variation,not found in excel lookup
H05,H05_55385989,HPA064305,GCKR,ENSG00000084734,0.34,glucokinase (hexokinase 4) regulator,no variation,not found in excel lookup
A06,A06_55385989,HPA064381,ELK1,ENSG00000126767,47.79,"ELK1, member of ETS oncogene family",no variation,not found in excel lookup
B06,B06_55385989,HPA064382,SH2D3A,ENSG00000125731,2.38,SH2 domain containing 3A,notccd,Cell
C06,C06_55385989,HPA064396,PPME1,ENSG00000214517,60.44,protein phosphatase methylesterase 1,ccd,nucleus
D06,D06_55385989,HPA064664,TRIO,ENSG00000038382,40.7,trio Rho guanine nucleotide exchange factor,notccd,Cytosol
E06,E06_55385989,HPA064678,GAS7,ENSG00000007237,3.61,growth arrest-specific 7,no variation,not found in excel lookup
F06,F06_55385989,HPA064686,GYG2,ENSG00000056998,7.2,glycogenin 2,notccd,Cell
G06,G06_55385989,HPA064704,ITPR3,ENSG00000096433,21.49,"inositol 1,4,5-trisphosphate receptor, type 3",notccd,Cell
H06,H06_55385989,HPA064737,ASNS,ENSG00000070669,151.26,asparagine synthetase (glutamine-hydrolyzing),ccd,cytosol
A07,A07_55385989,HPA064763,ZBTB4,ENSG00000174282,12.19,zinc finger and BTB domain containing 4,notccd,Nucleus
B07,B07_55385989,HPA064792,LRP2,ENSG00000081479,0.03,low density lipoprotein receptor-related protein 2,notccd,Cell
C07,C07_55385989,HPA064845,ACOX2,ENSG00000168306,0,"acyl-CoA oxidase 2, branched chain",notccd,Cell
D07,D07_55385989,HPA064870,SFRP1,ENSG00000104332,20.89,secreted frizzled-related protein 1,ccd,Cell
E07,E07_55385989,HPA064882,E2F8,ENSG00000129173,10.01,E2F transcription factor 8,notccd,Cell
F07,F07_55385989,HPA064930,APTX,ENSG00000137074,23.03,aprataxin,notccd,Nucleus
G07,G07_55385989,HPA065019,HOXB13,ENSG00000159184,4.55,homeobox B13,no variation,not found in excel lookup
H07,H07_55385989,HPA065080,TCEAL7,ENSG00000182916,1.58,transcription elongation factor A (SII)-like 7,negative,not found in excel lookup
A08,A08_55385989,HPA065167,CPSF1,ENSG00000071894,86.75,"cleavage and polyadenylation specific factor 1, 160kDa",notccd,Nucleus
B08,B08_55385989,HPA065197,DDX11,ENSG00000013573,43.81,DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11,notccd,Nucleus
C08,C08_55385989,HPA065231,FERMT3,ENSG00000149781,2.69,fermitin family member 3,no variation,not found in excel lookup
D08,D08_55385989,HPA065357,TLE4,ENSG00000106829,0.15,transducin-like enhancer of split 4,no variation,not found in excel lookup
E08,E08_55385989,HPA065435,ZNF528,ENSG00000167555,17.33,zinc finger protein 528,notccd,Cytosol
F08,F08_55385989,HPA065458,HES5,ENSG00000197921,0,hes family bHLH transcription factor 5,ccd,nucleus
G08,G08_55385989,HPA065621,PHOX2A,ENSG00000165462,0,paired-like homeobox 2a,notccd,Cell
H08,H08_55385989,HPA065719,E2F6,ENSG00000169016,8.98,E2F transcription factor 6,notccd,nucleus
A09,A09_55385989,HPA065721,SMIM6,ENSG00000259120,0.28,small integral membrane protein 6,ccd,nucleus
B09,B09_55385989,HPA065739,AP5B1,ENSG00000254470,10.25,"adaptor-related protein complex 5, beta 1 subunit",notccd,Cell
C09,C09_55385989,HPA065785,UGT8,ENSG00000174607,17.88,UDP glycosyltransferase 8,notccd,Cell
D09,D09_55385989,HPA065871,HOXD10,ENSG00000128710,2.21,homeobox D10,notccd,Cell
E09,E09_55385989,HPA065938,KCNN1,ENSG00000105642,5.03,"potassium channel, calcium activated intermediate/small conductance subfamily N alpha, member 1",notccd,Cytosol
F09,F09_55385989,HPA066081,ABHD10,ENSG00000144827,26.5,abhydrolase domain containing 10,notccd,Cell
G09,G09_55385989,HPA066099,HADHB,ENSG00000138029,88.68,"hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), beta subunit",notccd,Cell
H09,H09_55385989,HPA066130,LRRC28,ENSG00000168904,5.09,leucine rich repeat containing 28,notccd,Cell
A10,A10_55385989,HPA066148,LDHD,ENSG00000166816,0.27,lactate dehydrogenase D,notccd,cytosol
B10,B10_55385989,HPA066195,JMJD1C,ENSG00000171988,18.44,jumonji domain containing 1C,notccd,Nucleus
C10,C10_55385989,HPA066313,GPR87,ENSG00000138271,10.04,G protein-coupled receptor 87,notccd,Cell
D10,D10_55385989,HPA066432,SSPN,ENSG00000123096,2.17,sarcospan,notccd,nucleus
E10,E10_55385989,HPA066488,MAP1A,ENSG00000166963,11.87,microtubule-associated protein 1A,notccd,Cytosol
F10,F10_55385989,HPA066629,GATA6,ENSG00000141448,1.71,GATA binding protein 6,ccd,nucleus
G10,G10_55385989,HPA066691,SYCE1L,ENSG00000205078,5.86,synaptonemal complex central element protein 1-like,notccd,Cell
H10,H10_55385989,HPA066783,ST8SIA3,ENSG00000177511,0.01,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",notccd,Cell
A11,A11_55385989,HPA066915,CDK2,ENSG00000123374,84.89,cyclin-dependent kinase 2,no variation,not found in excel lookup
B11,B11_55385989,HPA066979,RTL1,ENSG00000254656,0.05,retrotransposon-like 1,notccd,Cytosol
C11,C11_55385989,HPA066991,CDC25C,ENSG00000158402,17.86,cell division cycle 25C,notccd,Nucleus
D11,D11_55385989,HPA067015,APCDD1L,ENSG00000198768,1.18,adenomatosis polyposis coli down-regulated 1-like,notccd,Cell
E11,E11_55385989,HPA067060,CDK10,ENSG00000185324,26.91,cyclin-dependent kinase 10,negative;ccd_biologically defined,not found in excel lookup
F11,F11_55385989,HPA067108,ZNF341,ENSG00000131061,0.9,zinc finger protein 341,ccd,nucleus
G11,G11_55385989,HPA067133,MYSM1,ENSG00000162601,4.75,"Myb-like, SWIRM and MPN domains 1",no variation,not found in excel lookup
H11,H11_55385989,HPA067181,MED7,ENSG00000155868,18.3,mediator complex subunit 7,notccd,Nucleus
A12,A12_55385989,HPA067191,FASTKD2,ENSG00000118246,32.99,FAST kinase domains 2,"notccd, no cytokinetic bridge in Fucci images",not found in excel lookup
B12,B12_55385989,HPA067398,TBC1D14,ENSG00000132405,21.49,"TBC1 domain family, member 14",ccd,nucleus
C12,C12_55385989,HPA067491,C19orf25,ENSG00000119559,23.49,chromosome 19 open reading frame 25,notccd,Cell
D12,D12_55385989,HPA067496,PSEN1,ENSG00000080815,45.83,presenilin 1,notccd,Cell
E12,E12_55385989,HPA067508,SLC27A3,ENSG00000143554,3.32,"solute carrier family 27 (fatty acid transporter), member 3",notccd,Cell
F12,F12_55385989,HPA067560,ECEL1,ENSG00000171551,0.23,endothelin converting enzyme-like 1,no variation,not found in excel lookup
G12,G12_55385989,HPA067581,CEBPD,ENSG00000221869,2.39,"CCAAT/enhancer binding protein (C/EBP), delta",no variation,not found in excel lookup
A01,A01_55395990,HPA067652,PSMG4,ENSG00000180822,20.38,"proteasome (prosome, macropain) assembly chaperone 4",notccd,Cell
B01,B01_55395990,HPA067703,TBL1X,ENSG00000101849,19.2,transducin (beta)-like 1X-linked,negative,not found in excel lookup
C01,C01_55395990,HPA067809,GBX2,ENSG00000168505,0.02,gastrulation brain homeobox 2,ccd,nucleus
D01,D01_55395990,HPA067811,SAMD5,ENSG00000203727,1.64,sterile alpha motif domain containing 5,notccd,Cell
E01,E01_55395990,HPA068108,ARHGEF19,ENSG00000142632,9.13,Rho guanine nucleotide exchange factor (GEF) 19,notccd,Nucleus
F01,F01_55395990,HPA068125,ZNF286B,ENSG00000249459,4.77,zinc finger protein 286B,notccd,Cell
G01,G01_55395990,HPA068288,SLC22A18AS,ENSG00000254827,0.75,"solute carrier family 22 (organic cation transporter), member 18 antisense",ccd,Nucleus
H01,H01_55395990,HPA068307,BAALC,ENSG00000164929,1.13,"brain and acute leukemia, cytoplasmic",notccd,Cell
A02,A02_55395990,HPA068337,RAB5B,ENSG00000111540,35.34,"RAB5B, member RAS oncogene family",negative,not found in excel lookup
B02,B02_55395990,HPA068634,LDB2,ENSG00000169744,0.16,LIM domain binding 2,notccd,Nucleus
C02,C02_55395990,HPA068650,PIN1,ENSG00000127445,71.7,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",no variation,not found in excel lookup
D02,D02_55395990,HPA068672,DLK2,ENSG00000171462,3.76,delta-like 2 homolog (Drosophila),notccd,Nucleus
E02,E02_55395990,HPA068691,TENM2,ENSG00000145934,68.15,teneurin transmembrane protein 2,notccd,Nucleus
F02,F02_55395990,HPA068782,GMPR2,ENSG00000100938,26.94,guanosine monophosphate reductase 2,ccd,Nucleus
G02,G02_55395990,HPA068792,PIAS2,ENSG00000078043,5.86,"protein inhibitor of activated STAT, 2",ccd,nucleus
H02,H02_55395990,HPA068819,WBP2,ENSG00000132471,67.06,WW domain binding protein 2,notccd,Cell
A03,A03_55395990,HPA068828,FGFRL1,ENSG00000127418,29.57,fibroblast growth factor receptor-like 1,notccd,Cell
B03,B03_55395990,HPA068845,WEE1,ENSG00000166483,39.31,WEE1 G2 checkpoint kinase,notccd,nucleus
C03,C03_55395990,HPA068898,SOX10,ENSG00000100146,0.16,SRY (sex determining region Y)-box 10,ccd,nucleus
D03,D03_55395990,HPA069053,CAND1,ENSG00000111530,33.12,cullin-associated and neddylation-dissociated 1,notccd,Cell
E03,E03_55395990,HPA069079,INADL,ENSG00000132849,4.7,InaD-like (Drosophila),no variation,not found in excel lookup
F03,F03_55395990,HPA069240,FAM110A,ENSG00000125898,9.59,"family with sequence similarity 110, member A",ccd,Cell
G03,G03_55395990,HPA069279,C2orf70,ENSG00000173557,1.05,chromosome 2 open reading frame 70,no variation,not found in excel lookup
H03,H03_55395990,HPA069281,GDPD5,ENSG00000158555,31.7,glycerophosphodiester phosphodiesterase domain containing 5,notccd,Cell
A04,A04_55395990,HPA069323,XDH,ENSG00000158125,2.61,xanthine dehydrogenase,ccd,nucleus
B04,B04_55395990,HPA069364,LRR1,ENSG00000165501,76.76,leucine rich repeat protein 1,notccd,Cell
C04,C04_55395990,HPA069369,GTF3C4,ENSG00000125484,17.45,"general transcription factor IIIC, polypeptide 4, 90kDa",notccd,Nucleus
D04,D04_55395990,HPA069377,DAGLB,ENSG00000164535,44.48,"diacylglycerol lipase, beta",notccd,Cell
E04,E04_55395990,HPA069585,KLF6,ENSG00000067082,18.61,Kruppel-like factor 6,notccd,Cell
F04,F04_55395990,HPA069654,C3orf17,ENSG00000163608,9.62,chromosome 3 open reading frame 17,ccd,nucleus
G04,G04_55395990,HPA069659,HMX3,ENSG00000188620,0.6,H6 family homeobox 3,ccd,nucleus
H04,H04_55395990,HPA069691,LHFPL3,ENSG00000187416,0.05,lipoma HMGIC fusion partner-like 3,notccd,Cell
A05,A05_55395990,HPA069694,ARHGAP8,ENSG00000241484,1.52,Rho GTPase activating protein 8,ccd,nucleus
B05,B05_55395990,HPA069711,NFAT5,ENSG00000102908,10.93,"nuclear factor of activated T-cells 5, tonicity-responsive",ccd,nucleus
C05,C05_55395990,HPA069795,MTUS1,ENSG00000129422,25.69,microtubule associated tumor suppressor 1,notccd,nucleus
D05,D05_55395990,HPA069947,AFF1,ENSG00000172493,19.86,"AF4/FMR2 family, member 1",notccd,Cell
E05,E05_55395990,HPA069981,MESP1,ENSG00000166823,0.24,mesoderm posterior bHLH transcription factor 1,no variation,not found in excel lookup
F05,F05_55395990,HPA070112,DDR2,ENSG00000162733,18.82,discoidin domain receptor tyrosine kinase 2,notccd,Cell
G05,G05_55395990,HPA070225,PSMG1,ENSG00000183527,17.1,"proteasome (prosome, macropain) assembly chaperone 1",notccd,Cell
H05,H05_55395990,HPA070248,SC5D,ENSG00000109929,29.67,sterol-C5-desaturase,notccd,Cell
A06,A06_55395990,HPA070252,PLPP7,ENSG00000160539,0.87,phospholipid phosphatase 7 (inactive),notccd,Cell
B06,B06_55395990,HPA070350,PRR19,ENSG00000188368,3.58,proline rich 19,ccd,nucleus
C06,C06_55395990,HPA070550,INCENP,ENSG00000149503,52.85,inner centromere protein antigens 135/155kDa,ccd,not found in excel lookup
D06,D06_55395990,HPA070604,SSU72,ENSG00000160075,93.16,"SSU72 homolog, RNA polymerase II CTD phosphatase",notccd,Cell
E06,E06_55395990,HPA070706,WIPF1,ENSG00000115935,12.19,"WAS/WASL interacting protein family, member 1",notccd,Cytosol
F06,F06_55395990,HPA070756,ATXN1,ENSG00000124788,5.17,ataxin 1,ccd,Nucleus
G06,G06_55395990,HPA070819,ZBTB14,ENSG00000198081,13.6,zinc finger and BTB domain containing 14,notccd,Nucleus
H06,H06_55395990,HPA070824,TMBIM1,ENSG00000135926,53.42,transmembrane BAX inhibitor motif containing 1,negative,not found in excel lookup
A07,A07_55395990,HPA070839,NR0B1,ENSG00000169297,1.35,"nuclear receptor subfamily 0, group B, member 1",notccd,Nucleus
B07,B07_55395990,HPA070941,CORIN,ENSG00000145244,1.56,"corin, serine peptidase",ccd,Cell
C07,C07_55395990,HPA071048,BRAF,ENSG00000157764,8.43,"B-Raf proto-oncogene, serine/threonine kinase",notccd,Cytosol
D07,D07_55395990,HPA071152,SLCO1A2,ENSG00000084453,1.75,"solute carrier organic anion transporter family, member 1A2",notccd,Cell
E07,E07_55395990,HPA071200,EPHB2,ENSG00000133216,34.7,EPH receptor B2,notccd,Cell
F07,F07_55395990,HPA071210,HLF,ENSG00000108924,0.24,hepatic leukemia factor,ccd,nucleus
G07,G07_55395990,HPA071224,PAPSS2,ENSG00000198682,22.92,3'-phosphoadenosine 5'-phosphosulfate synthase 2,notccd,Cell
H07,H07_55395990,HPA071248,LZTR1,ENSG00000099949,20.8,leucine-zipper-like transcription regulator 1,notccd,Nucleus
A08,A08_55395990,HPA071264,DPY19L2,ENSG00000177990,4.43,dpy-19-like 2 (C. elegans),notccd,Cell
B08,B08_55395990,HPA071309,SMC2,ENSG00000136824,62.48,structural maintenance of chromosomes 2,ccd,nucleus
C08,C08_55395990,HPA071310,THAP1,ENSG00000131931,8.73,"THAP domain containing, apoptosis associated protein 1",notccd,Nucleus
D08,D08_55395990,HPA071317,TDP1,ENSG00000042088,16.47,tyrosyl-DNA phosphodiesterase 1,notccd,Cell
E08,E08_55395990,HPA071498,TNPO2,ENSG00000105576,36.54,transportin 2,ccd,nucleus
F08,F08_55395990,HPA071533,ZNF398,ENSG00000197024,2.43,zinc finger protein 398,notccd,Cell
G08,G08_55395990,HPA071585,ZMAT4,ENSG00000165061,0.72,"zinc finger, matrin-type 4",notccd,Nucleus
H08,H08_55395990,HPA071677,SETDB2,ENSG00000136169,2.71,"SET domain, bifurcated 2",notccd,Nucleus
A09,A09_55395990,HPA071709,URI1,ENSG00000105176,67.13,"URI1, prefoldin-like chaperone",notccd,Cell
B09,B09_55395990,HPA071715,CCDC84,ENSG00000186166,14.7,coiled-coil domain containing 84,notccd,Nucleus
C09,C09_55395990,HPA071717,MNX1,ENSG00000130675,0.09,motor neuron and pancreas homeobox 1,ccd,nucleus
D09,D09_55395990,HPA071802,ENTPD3,ENSG00000168032,0.18,ectonucleoside triphosphate diphosphohydrolase 3,notccd,Cytosol
E09,E09_55395990,HPA071806,LHX8,ENSG00000162624,0.33,LIM homeobox 8,no variation,not found in excel lookup
F09,F09_55395990,HPA071835,MED26,ENSG00000105085,7.1,mediator complex subunit 26,notccd,Cell
G09,G09_55395990,HPA071952,MCM10,ENSG00000065328,52.94,minichromosome maintenance 10 replication initiation factor,ccd,nucleus
H09,H09_55395990,HPA072047,GPR161,ENSG00000143147,10.35,G protein-coupled receptor 161,notccd,nucleus
A10,A10_55395990,HPA072065,DOPEY2,ENSG00000142197,1.88,dopey family member 2,ccd,nucleus
B10,B10_55395990,HPA072105,HES7,ENSG00000179111,1.43,hes family bHLH transcription factor 7,notccd,nucleus
C10,C10_55395990,HPA072208,KRT34,ENSG00000131737,6.3,"keratin 34, type I",no variation,not found in excel lookup
D10,D10_55395990,HPA072469,RNF144B,ENSG00000137393,2.02,ring finger protein 144B,negative,not found in excel lookup
E10,E10_55395990,HPA072473,ZNF696,ENSG00000185730,14.86,zinc finger protein 696,notccd,Nucleus
F10,F10_55395990,HPA072513,CPEB2,ENSG00000137449,1.3,cytoplasmic polyadenylation element binding protein 2,notccd,Cell
G10,G10_55395990,HPA072587,ORC6,ENSG00000091651,38.21,"origin recognition complex, subunit 6",ccd,nucleus
H10,H10_55395990,HPA072651,SMG5,ENSG00000198952,64.79,SMG5 nonsense mediated mRNA decay factor,notccd,Cell
A11,A11_55395990,HPA072785,GATAD1,ENSG00000157259,23.53,GATA zinc finger domain containing 1,ccd,nucleus
B11,B11_55395990,HPA072938,ETNPPL,ENSG00000164089,0.25,ethanolamine-phosphate phospho-lyase,ccd,nucleus
C11,C11_55395990,HPA073073,ZNF829,ENSG00000185869,4.04,zinc finger protein 829,notccd,Nucleus
D11,D11_55395990,HPA073099,FLI1,ENSG00000151702,0.09,"Fli-1 proto-oncogene, ETS transcription factor",ccd,nucleus
E11,E11_55395990,HPA073181,UBE2W,ENSG00000104343,11.61,ubiquitin-conjugating enzyme E2W (putative),negative,not found in excel lookup
F11,F11_55395990,HPA073243,SNAPC4,ENSG00000165684,9.62,"small nuclear RNA activating complex, polypeptide 4, 190kDa",notccd,Nucleus
G11,G11_55395990,HPA073462,PCDH10,ENSG00000138650,0.01,protocadherin 10,notccd,Cell
H11,H11_55395990,HPA073463,ZNF627,ENSG00000198551,4.87,zinc finger protein 627,no variation,not found in excel lookup
A12,A12_55395990,HPA073505,PAQR6,ENSG00000160781,6.83,progestin and adipoQ receptor family member VI,ccd,nucleus
B12,B12_55395990,HPA073703,SOX18,ENSG00000203883,2.79,SRY (sex determining region Y)-box 18,negative,not found in excel lookup
C12,C12_55395990,HPA073724,ZNF433,ENSG00000197647,2.91,zinc finger protein 433,negative,not found in excel lookup
D12,D12_55395990,HPA073824,POU3F1,ENSG00000185668,0.03,POU class 3 homeobox 1,negative,not found in excel lookup
E12,E12_55395990,HPA073939,CAPN8,ENSG00000203697,0.32,calpain 8,ccd,Cell
F12,F12_55395990,HPA073987,SRMS,ENSG00000125508,0.21,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,notccd,Cell
G12,G12_55395990,HPA074011,TDP2,ENSG00000111802,30.47,tyrosyl-DNA phosphodiesterase 2,notccd,Nucleus
A01,A01_55405991,HPA000453,KRT17,ENSG00000128422,423.27,"keratin 17, type I",ccd,Cell
B01,B01_55405991,HPA000834,G6PD,ENSG00000160211,267.45,glucose-6-phosphate dehydrogenase,notccd,Cytosol
C01,C01_55405991,HPA001130,LGALS1,ENSG00000100097,2969.15,"lectin, galactoside-binding, soluble, 1",notccd,Cytosol
D01,D01_55405991,HPA001164,MKI67,ENSG00000148773,77.49,marker of proliferation Ki-67,ccd,nucleus
E01,E01_55405991,HPA001475,SYTL4,ENSG00000102362,9.52,synaptotagmin-like 4,ccd,nucleus
F01,F01_55405991,HPA002940,AHNAK2,ENSG00000185567,19.37,AHNAK nucleoprotein 2,notccd,Cell
G01,G01_55405991,HPA008436,HJURP,ENSG00000123485,67.46,Holliday junction recognition protein,ccd,nucleus
H01,H01_55405991,HPA012728,VCP,ENSG00000165280,102.12,valosin containing protein,notccd,Nucleus
A02,A02_55405991,HPA014865,ZBTB38,ENSG00000177311,19.41,zinc finger and BTB domain containing 38,notccd,Nucleus
B02,B02_55405991,HPA017268,PLXDC2,ENSG00000120594,4.07,plexin domain containing 2,notccd,Nucleus
C02,C02_55405991,HPA019714,MDH2,ENSG00000146701,153.33,"malate dehydrogenase 2, NAD (mitochondrial)",notccd,Cell
D02,D02_55405991,HPA023329,ATPAF2,ENSG00000171953,13.2,ATP synthase mitochondrial F1 complex assembly factor 2,notccd,Cytosol
E02,E02_55405991,HPA027243,ESCO2,ENSG00000171320,38.98,establishment of sister chromatid cohesion N-acetyltransferase 2,ccd,nucleus
F02,F02_55405991,HPA028389,PLD5,ENSG00000180287,3.72,"phospholipase D family, member 5",notccd,Cell
G02,G02_55405991,HPA029937,EGR1,ENSG00000120738,23.83,early growth response 1,notccd,Nucleus
H02,H02_55405991,HPA030741,CCNB1,ENSG00000134057,390.43,cyclin B1,ccd,cytosol
A03,A03_55405991,HPA031569,HSPH1,ENSG00000120694,81.41,heat shock 105kDa/110kDa protein 1,negative,not found in excel lookup
B03,B03_55405991,HPA031572,MAGED2,ENSG00000102316,146.66,melanoma antigen family D2,ccd,Cell
C03,C03_55405991,HPA034831,GTPBP8,ENSG00000163607,26.64,GTP-binding protein 8 (putative),notccd,Cell
D03,D03_55405991,HPA036171,THUMPD3,ENSG00000134077,41.18,THUMP domain containing 3,notccd,Cell
E03,E03_55405991,HPA036914,HMGCS1,ENSG00000112972,92.47,3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble),notccd,Cell
F03,F03_55405991,HPA038059,CSE1L,ENSG00000124207,245.03,CSE1 chromosome segregation 1-like (yeast),notccd,nucleus
G03,G03_55405991,HPA040373,TALDO1,ENSG00000177156,92.67,transaldolase 1,notccd,Nucleus
H03,H03_55405991,HPA040459,FAM96A,ENSG00000166797,110.93,"family with sequence similarity 96, member A",notccd,Nucleus
A04,A04_55405991,HPA041981,SDHA,ENSG00000073578,92.9,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",notccd,Cell
B04,B04_55405991,HPA043922,PC,ENSG00000173599,7.59,pyruvate carboxylase,ccd,Cell
C04,C04_55405991,HPA043926,HMMR,ENSG00000072571,55.04,hyaluronan-mediated motility receptor (RHAMM),ccd,Cell
D04,D04_55405991,HPA048479,MRPS9,ENSG00000135972,76.41,mitochondrial ribosomal protein S9,notccd,Cell
E04,E04_55405991,HPA049138,CCND2,ENSG00000118971,47.41,cyclin D2,ccd,nucleus
F04,F04_55405991,HPA049647,CASC5,ENSG00000137812,17.92,cancer susceptibility candidate 5,ccd,nucleus
G04,G04_55405991,HPA049934,FAM64A,ENSG00000129195,50.82,"family with sequence similarity 64, member A",ccd,nucleus
H04,H04_55405991,HPA050722,NUB1,ENSG00000013374,14.41,negative regulator of ubiquitin-like proteins 1,negative,not found in excel lookup
A05,A05_55405991,HPA051150,ALDH3A1,ENSG00000108602,0.9,"aldehyde dehydrogenase 3 family, member A1",ccd,Cell
B05,B05_55405991,HPA051519,ADAR,ENSG00000160710,77.52,"adenosine deaminase, RNA-specific",ccd,nucleus
C05,C05_55405991,HPA051778,SMTN,ENSG00000183963,61.88,smoothelin,ccd,Cell
D05,D05_55405991,HPA053454,RPS3A,ENSG00000145425,1835.84,ribosomal protein S3A,notccd,Cell
E05,E05_55405991,HPA054040,UPP1,ENSG00000183696,40.36,uridine phosphorylase 1,notccd,Nucleus
F05,F05_55405991,HPA054354,WDR3,ENSG00000065183,35.31,WD repeat domain 3,notccd,Nucleus
G05,G05_55405991,HPA054448,CPOX,ENSG00000080819,44.42,coproporphyrinogen oxidase,notccd,Cell
