hgnc_symbol,gene_id
RN7SL583P,ENSG00000239504
RNU5F-4P,ENSG00000252390
RNVU1-31,ENSG00000270722
RNU1-133P,ENSG00000201737
,ENSG00000280636
MIR3116-2,ENSG00000283690
RNU6-786P,ENSG00000252658
RNU6-471P,ENSG00000206671
RNA5SP352,ENSG00000200278
MIR1322,ENSG00000283210
RNA5SP462,ENSG00000252539
,ENSG00000277488
RNU6-283P,ENSG00000201658
RN7SL307P,ENSG00000243338
RNU6-1308P,ENSG00000252626
,ENSG00000202469
MIR873,ENSG00000215939
SNORD113-6,ENSG00000200215
MIR606,ENSG00000207583
RNU6-1278P,ENSG00000251939
RNU6-257P,ENSG00000222170
,ENSG00000275808
RN7SL804P,ENSG00000266185
RNU6ATAC31P,ENSG00000221440
MIR4476,ENSG00000265368
RNU6-55P,ENSG00000223024
,ENSG00000212377
RN7SL850P,ENSG00000263955
MIR670,ENSG00000211568
RNU6-655P,ENSG00000199728
RNU6-1097P,ENSG00000200456
,ENSG00000199303
MIR2278,ENSG00000252153
RNA5SP259,ENSG00000202411
,ENSG00000277081
RNU2-24P,ENSG00000252639
RNA5SP331,ENSG00000201856
RNU6-92P,ENSG00000272393
RNU6-1168P,ENSG00000212133
RN7SL762P,ENSG00000244308
MIR130A,ENSG00000208009
MIR4672,ENSG00000263979
,ENSG00000200545
RNA5SP293,ENSG00000222459
RN7SL617P,ENSG00000241162
RN7SL504P,ENSG00000241789
MIR6134,ENSG00000277569
MIR3163,ENSG00000266423
RNU2-46P,ENSG00000252847
RN7SL653P,ENSG00000239794
RNU6-74P,ENSG00000206962
,ENSG00000264997
,ENSG00000199411
,ENSG00000268154
RN7SL644P,ENSG00000264313
,ENSG00000252200
MIR362,ENSG00000208015
MIR770,ENSG00000211574
RN7SL560P,ENSG00000264438
RNU6-581P,ENSG00000252023
RNY3P14,ENSG00000207036
RN7SL714P,ENSG00000241757
,ENSG00000200572
,ENSG00000276002
,ENSG00000200164
MIR514A1,ENSG00000207868
RN7SL181P,ENSG00000243738
,ENSG00000207419
,ENSG00000252891
MIR376A2,ENSG00000283561
RN7SL288P,ENSG00000240767
RNU6-161P,ENSG00000199921
,ENSG00000275693
,ENSG00000222506
RNU6-865P,ENSG00000201642
RNU1-91P,ENSG00000201616
RNU6-1196P,ENSG00000252030
RN7SL36P,ENSG00000244314
MIR3177,ENSG00000265820
SNORA16A,ENSG00000280498
RNU6-649P,ENSG00000207192
,ENSG00000200492
MIR548H2,ENSG00000221801
,ENSG00000199290
RNA5SP42,ENSG00000201148
RN7SL489P,ENSG00000277295
,ENSG00000278526
RNA5SP239,ENSG00000222150
RNU6-105P,ENSG00000200779
,ENSG00000201013
RN7SL218P,ENSG00000244194
,ENSG00000200496
,ENSG00000252450
MIR8058,ENSG00000277387
,ENSG00000199398
RNU105C,ENSG00000199212
RNU6-847P,ENSG00000223047
RNU6-181P,ENSG00000200095
,ENSG00000273885
RN7SL553P,ENSG00000241227
SNORD101,ENSG00000206754
,ENSG00000276991
RN7SL93P,ENSG00000240327
MIR7850,ENSG00000277904
,ENSG00000200241
RN7SKP259,ENSG00000222998
RN7SL217P,ENSG00000264706
RNU6-623P,ENSG00000200013
RNA5SP516,ENSG00000201000
,ENSG00000275108
RNU6-1012P,ENSG00000252415
,ENSG00000206679
RN7SL708P,ENSG00000265675
SNORA12,ENSG00000212464
RN7SL143P,ENSG00000244003
RNU6-699P,ENSG00000252890
RNA5SP222,ENSG00000222971
MIR643,ENSG00000208002
RNA5SP284,ENSG00000207277
RNA5SP322,ENSG00000200487
,ENSG00000252436
RNU2-12P,ENSG00000253025
RN7SL703P,ENSG00000266317
RNU5E-9P,ENSG00000223096
RNU6-175P,ENSG00000252705
,ENSG00000238628
,ENSG00000252225
MIR5001,ENSG00000284407
,ENSG00000274357
RNU6-232P,ENSG00000252953
,ENSG00000212551
,ENSG00000273496
RNU6-724P,ENSG00000212260
,ENSG00000202533
,ENSG00000202023
,ENSG00000273658
,ENSG00000251940
SNORA68B,ENSG00000201388
RN7SL126P,ENSG00000276281
,ENSG00000207404
MIR663A,ENSG00000284419
,ENSG00000252069
RNU4-29P,ENSG00000251752
MIR941-4,ENSG00000216195
MIR3909,ENSG00000266320
MIR4766,ENSG00000266594
RNU2-54P,ENSG00000222231
RN7SL862P,ENSG00000242651
RNU6-505P,ENSG00000207156
,ENSG00000201114
MIRLET7B,ENSG00000284520
RN7SL750P,ENSG00000263672
RN7SL79P,ENSG00000239595
RNU7-200P,ENSG00000251914
,ENSG00000199901
RNU7-120P,ENSG00000238302
MIR3921,ENSG00000264897
RNA5SP527,ENSG00000274759
,ENSG00000206878
,ENSG00000273515
,ENSG00000252230
RNU6-1256P,ENSG00000252348
RNU6-832P,ENSG00000200189
,ENSG00000212187
RN7SL16P,ENSG00000243005
,ENSG00000276626
RN7SL524P,ENSG00000266754
RNU6-897P,ENSG00000252944
RN7SKP121,ENSG00000222774
MIR887,ENSG00000216077
,ENSG00000278774
RNU6-1071P,ENSG00000201789
RNU6-343P,ENSG00000201579
RN7SL244P,ENSG00000242865
RN7SKP123,ENSG00000222664
RNA5SP31,ENSG00000223076
,ENSG00000200754
RN7SL350P,ENSG00000243254
RNA5SP144,ENSG00000222778
SNORD121B,ENSG00000238300
,ENSG00000252550
RN7SL564P,ENSG00000240606
RN7SKP128,ENSG00000201140
,ENSG00000274884
RNU6-1080P,ENSG00000206709
MIR4460,ENSG00000265691
RN7SL647P,ENSG00000243957
RNA5SP177,ENSG00000222054
RN7SKP60,ENSG00000252794
RNU5B-4P,ENSG00000200378
,ENSG00000199392
RN7SL497P,ENSG00000240847
,ENSG00000252171
RNU6-1072P,ENSG00000207434
RN7SL592P,ENSG00000264615
RN7SL271P,ENSG00000239250
RN7SL190P,ENSG00000264933
MIR143,ENSG00000284182
,ENSG00000202273
,ENSG00000274647
,ENSG00000201850
RNU1-58P,ENSG00000199283
RNU6-524P,ENSG00000206997
RNU6-212P,ENSG00000199512
,ENSG00000238372
,ENSG00000199466
RNU6-948P,ENSG00000252183
MIR1271,ENSG00000221464
RNY4P18,ENSG00000212409
,ENSG00000207401
RNU6-1122P,ENSG00000207178
RN7SL685P,ENSG00000242315
RNU4-70P,ENSG00000207309
RN7SL402P,ENSG00000243968
,ENSG00000273596
MIR129-1,ENSG00000207705
RNY3P8,ENSG00000223298
RN7SL683P,ENSG00000242330
,ENSG00000251704
RNU2-65P,ENSG00000222094
RN7SL672P,ENSG00000239742
,ENSG00000200325
RN7SL589P,ENSG00000239247
,ENSG00000279336
,ENSG00000206957
RN7SL419P,ENSG00000243883
RN7SKP252,ENSG00000223142
MIR486-1,ENSG00000274705
RNA5SP403,ENSG00000200468
RNU7-124P,ENSG00000251745
RNA5SP28,ENSG00000200711
RNA5SP258,ENSG00000199620
RN7SL660P,ENSG00000278746
RNU6-71P,ENSG00000207203
,ENSG00000278039
,ENSG00000207379
RN7SL184P,ENSG00000239279
MIR1299,ENSG00000275377
RNU7-79P,ENSG00000251891
,ENSG00000274008
MIR4794,ENSG00000264470
,ENSG00000277469
RNA5SP404,ENSG00000252927
,ENSG00000281710
MIR6857,ENSG00000278204
,ENSG00000201938
MIR3671,ENSG00000265996
RNU2-28P,ENSG00000222389
RNA5SP226,ENSG00000199523
,ENSG00000238410
MIR101-1,ENSG00000199135
,ENSG00000278643
,ENSG00000199964
RNA5SP523,ENSG00000252667
RNU6-344P,ENSG00000252444
,ENSG00000212556
RNU6-842P,ENSG00000206996
,ENSG00000264574
MIR320B1,ENSG00000211543
MIR506,ENSG00000207731
MIR7152,ENSG00000274824
,ENSG00000201208
,ENSG00000200953
RNU1-28P,ENSG00000206588
RN7SL77P,ENSG00000240837
RNU6-473P,ENSG00000251973
RN7SKP158,ENSG00000222385
SNORA11F,ENSG00000221164
,ENSG00000274772
RNY3,ENSG00000202354
RN7SL118P,ENSG00000266420
,ENSG00000237611
MIR4298,ENSG00000264493
MIR6748,ENSG00000284535
RNU7-24P,ENSG00000239081
SNORD116-19,ENSG00000207460
RNU6-891P,ENSG00000207007
,ENSG00000207049
RN7SL261P,ENSG00000277762
,ENSG00000285757
RNU6-765P,ENSG00000252725
RNU6-1332P,ENSG00000252475
,ENSG00000207265
,ENSG00000280773
MIR6505,ENSG00000275770
RN7SL192P,ENSG00000276757
,ENSG00000276673
,ENSG00000277188
RN7SKP164,ENSG00000251947
RNU6-519P,ENSG00000222522
MIR100,ENSG00000207994
RNU6-245P,ENSG00000206747
MIR4706,ENSG00000266531
RNU6-616P,ENSG00000207081
,ENSG00000202268
RNU6-398P,ENSG00000206870
RN7SL162P,ENSG00000266503
,ENSG00000201980
SNORA74C-1,ENSG00000265733
RNU6-363P,ENSG00000199765
RN7SL543P,ENSG00000265918
MIR3649,ENSG00000266043
,ENSG00000207210
,ENSG00000207525
MIR345,ENSG00000198984
RNU2-70P,ENSG00000222650
,ENSG00000206690
,ENSG00000275559
RNU11-3P,ENSG00000212413
SNORD11B,ENSG00000271852
RNU2-3P,ENSG00000222076
MIR7973-2,ENSG00000283614
RN7SL401P,ENSG00000241866
RNU4-62P,ENSG00000222057
MIR3677,ENSG00000266643
RNU6-977P,ENSG00000252220
,ENSG00000276955
,ENSG00000202385
SNORD12C,ENSG00000209042
,ENSG00000252047
,ENSG00000252689
MIR1288,ENSG00000221355
RNU6-1075P,ENSG00000201260
RN7SKP248,ENSG00000252087
,ENSG00000278237
RNU6-180P,ENSG00000252506
MIR6864,ENSG00000274300
RNU6-488P,ENSG00000251727
RN7SL711P,ENSG00000276047
,ENSG00000201012
RNU6-1118P,ENSG00000222314
,ENSG00000263723
RN7SL715P,ENSG00000272096
,ENSG00000274704
SNORA11D,ENSG00000221475
RNU5F-1,ENSG00000199377
RNU4-46P,ENSG00000222750
RN7SL334P,ENSG00000244618
RNU6-850P,ENSG00000252743
RN7SL116P,ENSG00000240474
,ENSG00000201393
MIR365B,ENSG00000283978
RNU6-23P,ENSG00000200153
MIR4726,ENSG00000273627
RNA5SP225,ENSG00000222806
RNU6-27P,ENSG00000251955
MIR4433A,ENSG00000283222
RNU6-66P,ENSG00000200267
SNORA80D,ENSG00000207217
MIR6866,ENSG00000284144
,ENSG00000277066
RNU6-375P,ENSG00000252859
RNU6-230P,ENSG00000199327
RNU4ATAC18P,ENSG00000251988
,ENSG00000207132
SNORD36B,ENSG00000200831
,ENSG00000201042
MIR1825,ENSG00000284125
,ENSG00000276197
RNA5SP419,ENSG00000251717
,ENSG00000265031
RNU6-675P,ENSG00000206963
RNU6-452P,ENSG00000207135
RN7SL582P,ENSG00000241156
,ENSG00000277630
RN7SL544P,ENSG00000275230
MIR4327,ENSG00000265007
,ENSG00000199241
RNU6ATAC27P,ENSG00000221216
RNU6-567P,ENSG00000252555
RNA5SP253,ENSG00000252029
MIR133A1,ENSG00000283927
RN7SL168P,ENSG00000244296
,ENSG00000200075
SNORA7B,ENSG00000207088
SNORD116-12,ENSG00000207197
,ENSG00000239197
SNORD88B,ENSG00000221381
MIRLET7A3,ENSG00000283990
SNORA30,ENSG00000206755
RNU6-1239P,ENSG00000212612
RN7SL121P,ENSG00000263974
MIR4999,ENSG00000265390
RNU6-855P,ENSG00000222327
RN7SKP244,ENSG00000252322
MIR1284,ENSG00000221264
RNU6-793P,ENSG00000206960
RN7SL370P,ENSG00000243437
RNA5SP411,ENSG00000276599
RN7SL20P,ENSG00000242251
,ENSG00000202279
MIR6515,ENSG00000274417
RNU4-13P,ENSG00000200889
SNORD99,ENSG00000221539
MIR579,ENSG00000207956
,ENSG00000283372
RNU6-628P,ENSG00000222607
RN7SL78P,ENSG00000243782
RNU7-49P,ENSG00000251991
MIR640,ENSG00000207821
RNU1-40P,ENSG00000252625
MIR5197,ENSG00000266478
RNU2-47P,ENSG00000222581
RN7SL414P,ENSG00000239396
RNY1P6,ENSG00000206920
,ENSG00000238832
RN7SL196P,ENSG00000274424
RNU6ATAC32P,ENSG00000251835
SNORD61,ENSG00000206979
MIR641,ENSG00000207631
MIR3691,ENSG00000265083
RN7SKP49,ENSG00000252484
RNU6-28P,ENSG00000199248
RNA5SP532,ENSG00000283433
VTRNA1-3,ENSG00000202515
MIR3925,ENSG00000263894
MIR6071,ENSG00000278783
RNA5SP33,ENSG00000252496
,ENSG00000276525
RNU6-70P,ENSG00000252247
MIR4266,ENSG00000265965
MIR320A,ENSG00000208037
RNU6-329P,ENSG00000238882
RN7SKP298,ENSG00000251759
,ENSG00000275856
,ENSG00000202224
,ENSG00000200485
,ENSG00000274006
RNU6-543P,ENSG00000199446
RNU6-624P,ENSG00000200281
MIR4663,ENSG00000266324
MIR6819,ENSG00000278420
RN7SL282P,ENSG00000243591
RN7SKP29,ENSG00000222889
MIR6854,ENSG00000278412
RNU6-319P,ENSG00000251834
,ENSG00000276546
SNORD86,ENSG00000212498
RN7SL1,ENSG00000276168
RNU6-1151P,ENSG00000207415
RN7SL783P,ENSG00000265885
MIR378D1,ENSG00000263631
RNU6-1081P,ENSG00000207267
RN7SL45P,ENSG00000264862
MIR4673,ENSG00000263403
,ENSG00000221461
,ENSG00000199370
MIR1973,ENSG00000284253
SNORD22,ENSG00000277194
RNU6-489P,ENSG00000277341
RN7SL69P,ENSG00000240533
RNY4P19,ENSG00000199400
MIR4479,ENSG00000266507
,ENSG00000238749
RN7SKP205,ENSG00000222931
RN7SKP100,ENSG00000223190
RNU6-386P,ENSG00000199520
,ENSG00000278135
,ENSG00000207002
MIR718,ENSG00000284286
MIR6858,ENSG00000276350
RNA5SP355,ENSG00000202187
RNU7-154P,ENSG00000252003
RN7SL292P,ENSG00000242650
,ENSG00000275069
RNU6-1227P,ENSG00000206708
RNU6-1026P,ENSG00000207194
,ENSG00000252098
RN7SL521P,ENSG00000240877
RNU6-1211P,ENSG00000238382
,ENSG00000273710
RNA5SP47,ENSG00000253039
RNU6-364P,ENSG00000207115
RNU2-14P,ENSG00000222985
,ENSG00000278775
RNU6ATAC11P,ENSG00000221468
RN7SKP231,ENSG00000200151
RNU6-273P,ENSG00000252746
SNORD58A,ENSG00000206602
RN7SL477P,ENSG00000239367
RNA5SP392,ENSG00000252714
RN7SL290P,ENSG00000264613
,ENSG00000273942
,ENSG00000199459
RN7SL305P,ENSG00000240647
,ENSG00000277818
,ENSG00000276680
,ENSG00000238901
RNA5SP23,ENSG00000212308
RNU6-869P,ENSG00000207138
RNU6ATAC18P,ENSG00000221340
RNU6-1126P,ENSG00000206729
SNORD114-7,ENSG00000199390
,ENSG00000276800
RNU6-408P,ENSG00000251719
,ENSG00000273964
,ENSG00000278374
RNU6-611P,ENSG00000207003
,ENSG00000199566
RN7SL494P,ENSG00000241175
RNU7-92P,ENSG00000238785
RNU6-219P,ENSG00000201598
RN7SL395P,ENSG00000244307
,ENSG00000200235
,ENSG00000278636
RN7SL571P,ENSG00000243274
,ENSG00000199282
,ENSG00000275041
RN7SKP136,ENSG00000222859
RNA5SP423,ENSG00000252936
,ENSG00000252427
RN7SL761P,ENSG00000243671
,ENSG00000272237
RN7SL341P,ENSG00000275588
,ENSG00000238570
RNA5SP470,ENSG00000252272
RNU6-6P,ENSG00000272055
RNU6-589P,ENSG00000252294
,ENSG00000277752
,ENSG00000199490
,ENSG00000252249
RNU6-20P,ENSG00000206833
RN7SL608P,ENSG00000239884
RN7SL621P,ENSG00000240189
RNA5SP184,ENSG00000223003
,ENSG00000277604
,ENSG00000274500
,ENSG00000276189
,ENSG00000238840
RN7SL387P,ENSG00000263537
,ENSG00000252917
SNORD114-18,ENSG00000202142
SNORD53,ENSG00000265145
,ENSG00000276713
RNU6-586P,ENSG00000253074
RNU6-267P,ENSG00000252523
RNU6-580P,ENSG00000202029
RNU6-1314P,ENSG00000252948
,ENSG00000202177
SNORA46,ENSG00000207493
RNA5SP340,ENSG00000252941
RNA5SP181,ENSG00000222178
SNORD115-37,ENSG00000200638
RN7SL98P,ENSG00000240613
RNA5SP490,ENSG00000252950
RNU6-1289P,ENSG00000207160
SNORD114-12,ENSG00000202270
RNU7-6P,ENSG00000252654
RN7SKP61,ENSG00000222574
,ENSG00000221245
,ENSG00000201084
RNU6-1102P,ENSG00000251958
RNU6-295P,ENSG00000252710
RN7SL539P,ENSG00000274076
,ENSG00000278773
,ENSG00000278045
RNU6-59P,ENSG00000207518
RNU6-758P,ENSG00000252101
SNORD115-34,ENSG00000199311
RNU6-336P,ENSG00000201761
SNORA55,ENSG00000201457
RN7SL818P,ENSG00000274234
RNU6-494P,ENSG00000253063
RNU6-250P,ENSG00000252767
RN7SKP218,ENSG00000222154
,ENSG00000274472
RN7SKP216,ENSG00000222982
SNORA49,ENSG00000208892
,ENSG00000222997
,ENSG00000252759
RNU6-1164P,ENSG00000201298
RNA5SP158,ENSG00000222230
,ENSG00000277922
RN7SKP233,ENSG00000252814
RNU6-76P,ENSG00000206787
RNA5SP201,ENSG00000222248
RNU6-46P,ENSG00000206587
RNU6-999P,ENSG00000251754
RNA5SP475,ENSG00000222500
RNU6-457P,ENSG00000200869
,ENSG00000200209
RN7SKP288,ENSG00000252036
RN7SL706P,ENSG00000244677
RNU1-94P,ENSG00000199497
RNA5SP287,ENSG00000252167
,ENSG00000202059
,ENSG00000201009
RN7SKP125,ENSG00000222413
RN7SL654P,ENSG00000244568
RNVU1-27,ENSG00000274210
,ENSG00000277828
,ENSG00000212392
RN7SL203P,ENSG00000275128
RNU6-1018P,ENSG00000252386
RNA5SP410,ENSG00000252094
RN7SL679P,ENSG00000243905
,ENSG00000275634
RNU1-39P,ENSG00000206624
RNA5SP510,ENSG00000201567
RNU6-1078P,ENSG00000201392
RNA5SP149,ENSG00000201822
RN7SKP262,ENSG00000222950
RN7SL130P,ENSG00000244256
RNU6-352P,ENSG00000252717
RNA5SP428,ENSG00000201999
RNU6-851P,ENSG00000207295
SNORD115-17,ENSG00000201482
RN7SL870P,ENSG00000244732
RNU6-82P,ENSG00000200840
RNU6-1074P,ENSG00000206722
,ENSG00000212580
,ENSG00000200552
RNU6-517P,ENSG00000207090
,ENSG00000273701
RN7SKP20,ENSG00000199622
RNU6-679P,ENSG00000212305
RN7SKP152,ENSG00000222376
RNU6-542P,ENSG00000252214
,ENSG00000274121
,ENSG00000212569
SNORD104,ENSG00000199753
RN7SL585P,ENSG00000274168
RNA5SP245,ENSG00000201109
RNA5SP273,ENSG00000199354
RNU1-52P,ENSG00000206917
,ENSG00000202183
RN7SKP36,ENSG00000200867
RNU4-32P,ENSG00000200274
,ENSG00000251922
,ENSG00000238516
,ENSG00000273829
RNU6-1252P,ENSG00000199924
RN7SKP67,ENSG00000251714
,ENSG00000283389
RN7SL690P,ENSG00000264879
,ENSG00000283555
RNU1-142P,ENSG00000252491
RNA5SP333,ENSG00000200336
,ENSG00000283136
,ENSG00000276074
RNU4ATAC9P,ENSG00000252955
,ENSG00000277994
RNU6-119P,ENSG00000201752
,ENSG00000201786
RNU6-54P,ENSG00000202433
RNU6-1264P,ENSG00000206618
,ENSG00000199899
SNORD96A,ENSG00000272296
,ENSG00000285546
SNORD49B,ENSG00000277108
RN7SL545P,ENSG00000274568
RNU6-727P,ENSG00000200462
,ENSG00000278007
,ENSG00000200024
RN7SKP165,ENSG00000223282
,ENSG00000264341
RNU1-22P,ENSG00000200204
RN7SL547P,ENSG00000240584
RN7SL250P,ENSG00000244107
,ENSG00000207151
RN7SKP82,ENSG00000252595
,ENSG00000207497
MIR548L,ENSG00000221230
RNU6-1321P,ENSG00000212207
MIR429,ENSG00000198976
RNU6-106P,ENSG00000207134
,ENSG00000201442
SNORD115-29,ENSG00000199704
MIRLET7I,ENSG00000199179
RN7SL167P,ENSG00000242673
RNU6-13P,ENSG00000206975
RNU6-1094P,ENSG00000199286
RNU4-10P,ENSG00000201253
,ENSG00000264834
RN7SL793P,ENSG00000264554
RNU6-1107P,ENSG00000201687
RNA5SP57,ENSG00000238765
MIR5006,ENSG00000284584
RNU6-575P,ENSG00000223258
RN7SL331P,ENSG00000278422
MIR609,ENSG00000208033
,ENSG00000251987
,ENSG00000239069
RN7SL645P,ENSG00000240863
RNU7-71P,ENSG00000251868
MIR4502,ENSG00000265450
RNU6-518P,ENSG00000251865
RNU6-1092P,ENSG00000252764
MIR4701,ENSG00000264201
RNU6-572P,ENSG00000252533
MIR376C,ENSG00000283279
RNU6-718P,ENSG00000251975
,ENSG00000278625
RN7SL610P,ENSG00000243847
,ENSG00000280494
,ENSG00000252228
MIR4510,ENSG00000265098
RNU6-1035P,ENSG00000207206
RNU6-875P,ENSG00000252297
MIR337,ENSG00000199151
RNA5SP46,ENSG00000199240
MIR4729,ENSG00000263857
MIR6882,ENSG00000275411
,ENSG00000275877
SNORA70F,ENSG00000206869
RNA5SP94,ENSG00000252726
MIR338,ENSG00000283604
RNU6-44P,ENSG00000206772
SNORD38B,ENSG00000281859
,ENSG00000274175
RNU6ATAC38P,ENSG00000221046
MIR512-2,ENSG00000207644
SNORD127,ENSG00000239043
MIR181C,ENSG00000207613
RNU6-890P,ENSG00000206848
RNU7-121P,ENSG00000252413
RNU6-1224P,ENSG00000252593
MIR3125,ENSG00000264370
RN7SL622P,ENSG00000265052
RNU4-6P,ENSG00000222736
MIR642B,ENSG00000283212
RN7SL2,ENSG00000274012
SNORA70G,ENSG00000206650
MIR1258,ENSG00000221240
RNU6-1217P,ENSG00000223208
RN7SKP197,ENSG00000252886
MIR516A1,ENSG00000207767
RN7SL377P,ENSG00000266569
RN7SKP168,ENSG00000222842
MIR4776-1,ENSG00000266354
,ENSG00000252787
SNORD10,ENSG00000238917
MIR5192,ENSG00000266097
MIR3667,ENSG00000264139
RN7SL408P,ENSG00000266875
RNA5SP363,ENSG00000201942
RN7SKP251,ENSG00000276309
MIR4778,ENSG00000264525
RNU7-148P,ENSG00000238357
RNU6-328P,ENSG00000212189
MIR4447,ENSG00000265433
RNA5SP507,ENSG00000200473
,ENSG00000221673
RNA5SP215,ENSG00000200310
MIR4439,ENSG00000263828
RNU6-218P,ENSG00000252929
MIR3605,ENSG00000284154
MIR4282,ENSG00000266180
RNU4-57P,ENSG00000251789
RNA5SP117,ENSG00000202164
RNU6-933P,ENSG00000207153
MIR6828,ENSG00000283474
RNA5SP433,ENSG00000201361
MIR29B1,ENSG00000283797
RN7SL719P,ENSG00000274632
RN7SL502P,ENSG00000240733
MIR3121,ENSG00000265435
RNU6-1027P,ENSG00000206725
MIR4797,ENSG00000265850
MIR3150B,ENSG00000284147
RNU1-83P,ENSG00000200296
,ENSG00000277761
RNU6-431P,ENSG00000206601
RN7SL475P,ENSG00000265535
RNU6-202P,ENSG00000251807
MIR4486,ENSG00000265210
RNU6-1022P,ENSG00000201919
MIR3139,ENSG00000265623
MIR6894,ENSG00000277474
RNA5SP369,ENSG00000223046
RNA5S5,ENSG00000199396
MIR29C,ENSG00000284214
RNU5A-3P,ENSG00000254172
MIR3973,ENSG00000263389
MIR7849,ENSG00000278438
MIR19B2,ENSG00000284107
RN7SL34P,ENSG00000239868
RNA5SP495,ENSG00000252267
MIR4753,ENSG00000263439
RNU6-883P,ENSG00000207327
,ENSG00000280904
MIR4458,ENSG00000284000
MIR548AL,ENSG00000264402
,ENSG00000268674
,ENSG00000201502
MIR6754,ENSG00000278349
RN7SL718P,ENSG00000264423
RN7SL335P,ENSG00000241037
RN7SKP245,ENSG00000200895
MIR1913,ENSG00000222958
MIR4700,ENSG00000284143
,ENSG00000252202
RN7SL284P,ENSG00000243446
RNU6-114P,ENSG00000207435
MIR4498,ENSG00000266704
RNU6-424P,ENSG00000207095
MIR1912,ENSG00000222321
,ENSG00000274505
,ENSG00000272166
,ENSG00000207426
MIR6863,ENSG00000283471
,ENSG00000275268
MIR4705,ENSG00000264482
SNORA9B,ENSG00000206897
MIR1277,ENSG00000221463
MIR451B,ENSG00000283364
RN7SKP10,ENSG00000201161
RNU6-346P,ENSG00000252097
RN7SL352P,ENSG00000243439
RN7SKP107,ENSG00000201027
MIR382,ENSG00000283170
,ENSG00000199979
MAFIP,ENSG00000274847
MIR454,ENSG00000211514
RNU6-492P,ENSG00000199905
MIR4509-1,ENSG00000276941
RN7SKP294,ENSG00000199640
,ENSG00000207503
,ENSG00000206784
RN7SL824P,ENSG00000242764
RNU5B-1,ENSG00000200156
MIR320C1,ENSG00000221493
MIR1272,ENSG00000221033
RNA5SP440,ENSG00000276036
RNU6-60P,ENSG00000201662
RNA5SP21,ENSG00000222849
RNU6-148P,ENSG00000252823
RNU7-80P,ENSG00000238778
MIR6770-3,ENSG00000275391
MIR4321,ENSG00000284272
RNU6-942P,ENSG00000199872
RN7SL785P,ENSG00000266158
RN7SKP192,ENSG00000223223
,ENSG00000273767
MIR3680-2,ENSG00000266758
MIR6798,ENSG00000273898
RNA5SP217,ENSG00000251768
SNORA25,ENSG00000207112
RNA5SP512,ENSG00000201420
,ENSG00000276601
MIR6775,ENSG00000278598
,ENSG00000274660
MIR4765,ENSG00000265057
,ENSG00000278391
,ENSG00000274216
,ENSG00000277308
RNU6-383P,ENSG00000222796
MIR10A,ENSG00000284038
MIR3682,ENSG00000265452
SNORA22,ENSG00000206634
RNU6-348P,ENSG00000207114
,ENSG00000238585
MIR7974,ENSG00000274713
,ENSG00000279049
MIR5193,ENSG00000283726
RNU6-910P,ENSG00000212146
RNU6-1159P,ENSG00000199803
RNA5SP136,ENSG00000222838
MIR6088,ENSG00000275726
RNU6-762P,ENSG00000252916
RNU6-504P,ENSG00000252377
RN7SL725P,ENSG00000278242
MIR6826,ENSG00000278658
RNA5SP528,ENSG00000275305
MIR4771-2,ENSG00000266063
RN7SL265P,ENSG00000241709
MIR200A,ENSG00000207607
RNU6-893P,ENSG00000238444
RNA5S3,ENSG00000199337
MIR577,ENSG00000207931
MIR8062,ENSG00000278159
RNU6-1236P,ENSG00000252889
,ENSG00000207411
RNU1-88P,ENSG00000238554
,ENSG00000203286
MIR3659,ENSG00000265596
MIR548T,ENSG00000221296
,ENSG00000199461
SNORD123,ENSG00000239112
MIR3646,ENSG00000266151
RNU6-1096P,ENSG00000252898
RNU6-1135P,ENSG00000223015
MIR92B,ENSG00000284586
RNU6-1198P,ENSG00000252713
MIR585,ENSG00000207619
MIR6817,ENSG00000277872
SNORA70B,ENSG00000206937
RNA5SP88,ENSG00000202430
,ENSG00000272215
SNORD115-6,ENSG00000200812
MIR3124,ENSG00000264500
,ENSG00000275616
MIR1244-2,ENSG00000283498
MIR7702,ENSG00000274263
RN7SKP156,ENSG00000222240
MIR346,ENSG00000199104
MIR4644,ENSG00000266245
RNU6-922P,ENSG00000252562
RNA5SP343,ENSG00000284736
MIR147A,ENSG00000207814
RNU6-939P,ENSG00000207364
MIR551A,ENSG00000207776
,ENSG00000277250
RN7SKP151,ENSG00000222162
MIR8063,ENSG00000277202
RNA5SP282,ENSG00000252164
MIR4283-2,ENSG00000265214
RNU6-199P,ENSG00000199824
MIR4767,ENSG00000264268
MIR4679-1,ENSG00000283664
MIR6783,ENSG00000278223
RN7SL274P,ENSG00000242430
,ENSG00000278348
RNU6-1260P,ENSG00000199814
,ENSG00000212421
,ENSG00000222224
,ENSG00000274535
MIR3161,ENSG00000263693
MIR4524B,ENSG00000265331
RNU6-916P,ENSG00000251897
,ENSG00000239079
RNU6-1193P,ENSG00000238551
RNU6-84P,ENSG00000272445
SNORA38B,ENSG00000200394
,ENSG00000212594
MIR3169,ENSG00000266663
,ENSG00000281420
MIR4744,ENSG00000263849
,ENSG00000252894
RN7SL418P,ENSG00000241665
RNU6-314P,ENSG00000252383
RNU6-538P,ENSG00000275030
MIR4310,ENSG00000264850
,ENSG00000252328
MIR4748,ENSG00000265879
RNU6-530P,ENSG00000212482
,ENSG00000252473
RNU6-100P,ENSG00000252414
MIR4519,ENSG00000265991
MIR4324,ENSG00000265407
